scenario,trial,offset_s,t_actual,t_cf,hqm,S,E,B,R,risk_at_commit,risk_at_greedy,t_commit
pedestrian_curb,0,-2.0,3.133,1.133,0.5916,0.0515,0.9239,0.9502,1.0,0.5211,0.5727,1.133
pedestrian_curb,0,-1.5,3.133,1.633,0.4686,-0.0954,0.8679,0.6991,1.0,0.6681,0.5727,1.633
pedestrian_curb,0,-1.0,3.133,2.133,0.5569,0.2963,0.8153,0.423,1.0,0.2764,0.5727,2.133
pedestrian_curb,0,-0.5,3.133,2.633,0.6063,0.491,0.7659,0.3421,1.0,0.0817,0.5727,2.633
pedestrian_curb,0,0.0,3.133,3.133,0.6072,0.4991,0.7195,0.3887,1.0,0.0736,0.5727,3.133
pedestrian_curb,0,0.5,3.133,3.633,0.6072,0.5087,0.6759,0.4239,1.0,0.0639,0.5727,3.633
pedestrian_curb,0,1.0,3.133,4.133,0.6131,0.5546,0.635,0.4127,1.0,0.0181,0.5727,4.133
pedestrian_curb,0,1.5,3.133,4.633,0.6115,0.5727,0.5965,0.4165,1.0,0.0,0.5727,4.633
pedestrian_curb,0,2.0,3.133,5.133,0.602,0.5642,0.5604,0.4313,1.0,0.0084,0.5727,5.133
pedestrian_curb,1,-2.0,3.133,1.133,0.6012,0.0726,0.9277,0.9514,1.0,0.5237,0.5963,1.133
pedestrian_curb,1,-1.5,3.133,1.633,0.4692,-0.0932,0.8715,0.6928,1.0,0.6895,0.5963,1.633
pedestrian_curb,1,-1.0,3.133,2.133,0.5689,0.319,0.8187,0.4329,1.0,0.2772,0.5963,2.133
pedestrian_curb,1,-0.5,3.133,2.633,0.6122,0.5,0.7691,0.3494,1.0,0.0963,0.5963,2.633
pedestrian_curb,1,0.0,3.133,3.133,0.6219,0.5306,0.7225,0.3949,1.0,0.0657,0.5963,3.133
pedestrian_curb,1,0.5,3.133,3.633,0.6386,0.5821,0.6788,0.4303,1.0,0.0141,0.5963,3.633
pedestrian_curb,1,1.0,3.133,4.133,0.6229,0.5751,0.6376,0.4171,1.0,0.0211,0.5963,4.133
pedestrian_curb,1,1.5,3.133,4.633,0.6193,0.5883,0.599,0.4213,1.0,0.008,0.5963,4.633
pedestrian_curb,1,2.0,3.133,5.133,0.6162,0.5963,0.5627,0.4353,1.0,0.0,0.5963,5.133
pedestrian_curb,2,-2.0,3.133,1.133,0.606,0.0867,0.9316,0.9424,1.0,0.5062,0.5929,1.133
pedestrian_curb,2,-1.5,3.133,1.633,0.4847,-0.0577,0.8752,0.695,1.0,0.6506,0.5929,1.633
pedestrian_curb,2,-1.0,3.133,2.133,0.5669,0.3163,0.8221,0.424,1.0,0.2765,0.5929,2.133
pedestrian_curb,2,-0.5,3.133,2.633,0.6109,0.4997,0.7723,0.3395,1.0,0.0932,0.5929,2.633
pedestrian_curb,2,0.0,3.133,3.133,0.6156,0.5166,0.7255,0.3881,1.0,0.0763,0.5929,3.133
pedestrian_curb,2,0.5,3.133,3.633,0.626,0.5508,0.6816,0.4266,1.0,0.0421,0.5929,3.633
pedestrian_curb,2,1.0,3.133,4.133,0.6217,0.5705,0.6403,0.4168,1.0,0.0223,0.5929,4.133
pedestrian_curb,2,1.5,3.133,4.633,0.622,0.5929,0.6015,0.4225,1.0,0.0,0.5929,4.633
pedestrian_curb,2,2.0,3.133,5.133,0.6066,0.5699,0.5651,0.4366,1.0,0.023,0.5929,5.133
pedestrian_curb,3,-2.0,3.167,1.167,0.5902,0.0468,0.9277,0.9475,1.0,0.5329,0.5797,1.167
pedestrian_curb,3,-1.5,3.167,1.667,0.4765,-0.0719,0.8715,0.6871,1.0,0.6516,0.5797,1.667
pedestrian_curb,3,-1.0,3.167,2.167,0.5738,0.3348,0.8187,0.4257,1.0,0.2448,0.5797,2.167
pedestrian_curb,3,-0.5,3.167,2.667,0.6138,0.5011,0.7691,0.3552,1.0,0.0786,0.5797,2.667
pedestrian_curb,3,0.0,3.167,3.167,0.6132,0.5048,0.7225,0.4031,1.0,0.0749,0.5797,3.167
pedestrian_curb,3,0.5,3.167,3.667,0.6277,0.5551,0.6788,0.4299,1.0,0.0245,0.5797,3.667
pedestrian_curb,3,1.0,3.167,4.167,0.6252,0.5797,0.6376,0.4197,1.0,0.0,0.5797,4.167
pedestrian_curb,3,1.5,3.167,4.667,0.6165,0.5797,0.599,0.4244,1.0,0.0,0.5797,4.667
pedestrian_curb,3,2.0,3.167,5.167,0.6096,0.5786,0.5627,0.4374,1.0,0.0011,0.5797,5.167
pedestrian_curb,4,-2.0,3.167,1.167,0.6008,0.0771,0.9239,0.9451,1.0,0.5091,0.5862,1.167
pedestrian_curb,4,-1.5,3.167,1.667,0.4734,-0.076,0.8679,0.6841,1.0,0.6622,0.5862,1.667
pedestrian_curb,4,-1.0,3.167,2.167,0.5681,0.3292,0.8153,0.4129,1.0,0.257,0.5862,2.167
pedestrian_curb,4,-0.5,3.167,2.667,0.5996,0.4787,0.7659,0.3333,1.0,0.1074,0.5862,2.667
pedestrian_curb,4,0.0,3.167,3.167,0.6182,0.529,0.7195,0.3833,1.0,0.0571,0.5862,3.167
pedestrian_curb,4,0.5,3.167,3.667,0.6161,0.5367,0.6759,0.4119,1.0,0.0494,0.5862,3.667
pedestrian_curb,4,1.0,3.167,4.167,0.6155,0.564,0.635,0.4058,1.0,0.0221,0.5862,4.167
pedestrian_curb,4,1.5,3.167,4.667,0.6165,0.5862,0.5965,0.4147,1.0,0.0,0.5862,4.667
pedestrian_curb,4,2.0,3.167,5.167,0.6089,0.5818,0.5604,0.4303,1.0,0.0044,0.5862,5.167
pedestrian_curb,5,-2.0,3.133,1.133,0.6084,0.0927,0.9239,0.9518,1.0,0.4994,0.5921,1.133
pedestrian_curb,5,-1.5,3.133,1.633,0.4846,-0.0543,0.8679,0.6965,1.0,0.6464,0.5921,1.633
pedestrian_curb,5,-1.0,3.133,2.133,0.5669,0.3125,0.8153,0.4404,1.0,0.2796,0.5921,2.133
pedestrian_curb,5,-0.5,3.133,2.633,0.6165,0.5093,0.7659,0.3562,1.0,0.0828,0.5921,2.633
pedestrian_curb,5,0.0,3.133,3.133,0.6169,0.5192,0.7195,0.3965,1.0,0.0729,0.5921,3.133
pedestrian_curb,5,0.5,3.133,3.633,0.6208,0.5369,0.6759,0.4356,1.0,0.0552,0.5921,3.633
pedestrian_curb,5,1.0,3.133,4.133,0.6249,0.5791,0.635,0.4226,1.0,0.0131,0.5921,4.133
pedestrian_curb,5,1.5,3.133,4.633,0.6216,0.5921,0.5965,0.428,1.0,0.0,0.5921,4.633
pedestrian_curb,5,2.0,3.133,5.133,0.6099,0.5789,0.5604,0.4411,1.0,0.0132,0.5921,5.133
pedestrian_curb,6,-2.0,3.167,1.167,0.5941,0.0608,0.9277,0.9391,1.0,0.522,0.5828,1.167
pedestrian_curb,6,-1.5,3.167,1.667,0.4722,-0.0826,0.8715,0.6866,1.0,0.6655,0.5828,1.667
pedestrian_curb,6,-1.0,3.167,2.167,0.5759,0.3451,0.8187,0.4157,1.0,0.2377,0.5828,2.167
pedestrian_curb,6,-0.5,3.167,2.667,0.6101,0.497,0.7691,0.345,1.0,0.0858,0.5828,2.667
pedestrian_curb,6,0.0,3.167,3.167,0.6116,0.5059,0.7225,0.393,1.0,0.0769,0.5828,3.167
pedestrian_curb,6,0.5,3.167,3.667,0.6219,0.5438,0.6788,0.4236,1.0,0.0391,0.5828,3.667
pedestrian_curb,6,1.0,3.167,4.167,0.6168,0.561,0.6376,0.4148,1.0,0.0218,0.5828,4.167
pedestrian_curb,6,1.5,3.167,4.667,0.6168,0.5816,0.599,0.4222,1.0,0.0013,0.5828,4.667
pedestrian_curb,6,2.0,3.167,5.167,0.6109,0.5828,0.5627,0.4355,1.0,0.0,0.5828,5.167
pedestrian_curb,7,-2.0,3.167,1.167,0.6055,0.0862,0.9277,0.9457,1.0,0.5159,0.602,1.167
pedestrian_curb,7,-1.5,3.167,1.667,0.4775,-0.0678,0.8715,0.6835,1.0,0.6699,0.602,1.667
pedestrian_curb,7,-1.0,3.167,2.167,0.5817,0.3669,0.8187,0.4015,1.0,0.2352,0.602,2.167
pedestrian_curb,7,-0.5,3.167,2.667,0.6134,0.5169,0.7691,0.3215,1.0,0.0851,0.602,2.667
pedestrian_curb,7,0.0,3.167,3.167,0.6214,0.5402,0.7225,0.3735,1.0,0.0619,0.602,3.167
pedestrian_curb,7,0.5,3.167,3.667,0.6214,0.5519,0.6788,0.4048,1.0,0.0501,0.602,3.667
pedestrian_curb,7,1.0,3.167,4.167,0.6159,0.5676,0.6376,0.3974,1.0,0.0344,0.602,4.167
pedestrian_curb,7,1.5,3.167,4.667,0.6217,0.602,0.599,0.4058,1.0,0.0,0.602,4.667
pedestrian_curb,7,2.0,3.167,5.167,0.616,0.602,0.5627,0.4226,1.0,0.0,0.602,5.167
pedestrian_curb,8,-2.0,3.133,1.133,0.6145,0.1052,0.9239,0.9573,1.0,0.4925,0.5977,1.133
pedestrian_curb,8,-1.5,3.133,1.633,0.4859,-0.0599,0.8679,0.7142,1.0,0.6576,0.5977,1.633
pedestrian_curb,8,-1.0,3.133,2.133,0.5635,0.3036,0.8153,0.4413,1.0,0.2941,0.5977,2.133
pedestrian_curb,8,-0.5,3.133,2.633,0.6112,0.4964,0.7659,0.3559,1.0,0.1013,0.5977,2.633
pedestrian_curb,8,0.0,3.133,3.133,0.6249,0.5374,0.7195,0.4004,1.0,0.0603,0.5977,3.133
pedestrian_curb,8,0.5,3.133,3.633,0.6171,0.526,0.6759,0.4387,1.0,0.0717,0.5977,3.633
pedestrian_curb,8,1.0,3.133,4.133,0.6186,0.5615,0.635,0.4261,1.0,0.0362,0.5977,4.133
pedestrian_curb,8,1.5,3.133,4.633,0.6243,0.5977,0.5965,0.4307,1.0,0.0,0.5977,4.633
pedestrian_curb,8,2.0,3.133,5.133,0.612,0.5829,0.5604,0.4436,1.0,0.0148,0.5977,5.133
pedestrian_curb,9,-2.0,3.133,1.133,0.6038,0.0786,0.9239,0.957,1.0,0.5113,0.59,1.133
pedestrian_curb,9,-1.5,3.133,1.633,0.4785,-0.0741,0.8679,0.7057,1.0,0.6641,0.59,1.633
pedestrian_curb,9,-1.0,3.133,2.133,0.5552,0.2908,0.8153,0.4251,1.0,0.2992,0.59,2.133
pedestrian_curb,9,-0.5,3.133,2.633,0.6111,0.5014,0.7659,0.3455,1.0,0.0885,0.59,2.633
pedestrian_curb,9,0.0,3.133,3.133,0.6137,0.515,0.7195,0.3891,1.0,0.0749,0.59,3.133
pedestrian_curb,9,0.5,3.133,3.633,0.6258,0.5532,0.6759,0.4276,1.0,0.0368,0.59,3.633
pedestrian_curb,9,1.0,3.133,4.133,0.6233,0.5782,0.635,0.4164,1.0,0.0118,0.59,4.133
pedestrian_curb,9,1.5,3.133,4.633,0.6197,0.5899,0.5965,0.4234,1.0,0.0001,0.59,4.633
pedestrian_curb,9,2.0,3.133,5.133,0.6138,0.59,0.5604,0.4385,1.0,0.0,0.59,5.133
pedestrian_curb,10,-2.0,3.133,1.133,0.6031,0.0697,0.9316,0.9616,1.0,0.5171,0.5868,1.133
pedestrian_curb,10,-1.5,3.133,1.633,0.4677,-0.1068,0.8752,0.7083,1.0,0.6937,0.5868,1.633
pedestrian_curb,10,-1.0,3.133,2.133,0.5641,0.3093,0.8221,0.424,1.0,0.2775,0.5868,2.133
pedestrian_curb,10,-0.5,3.133,2.633,0.6045,0.4832,0.7723,0.3407,1.0,0.1036,0.5868,2.633
pedestrian_curb,10,0.0,3.133,3.133,0.6162,0.5201,0.7255,0.384,1.0,0.0667,0.5868,3.133
pedestrian_curb,10,0.5,3.133,3.633,0.6279,0.5563,0.6816,0.4248,1.0,0.0306,0.5868,3.633
pedestrian_curb,10,1.0,3.133,4.133,0.6244,0.5782,0.6403,0.4151,1.0,0.0087,0.5868,4.133
pedestrian_curb,10,1.5,3.133,4.633,0.6197,0.5868,0.6015,0.4227,1.0,0.0,0.5868,4.633
pedestrian_curb,10,2.0,3.133,5.133,0.607,0.5699,0.5651,0.439,1.0,0.017,0.5868,5.133
